title,description,display_date,Picture_link,Location,On_road,Price
"Suzuki cultus vxr, read complete add carefully.","Contact no : 0331_501_8873Suzuki cultus 2008 EFI engineEFI power full Water droping enginevery comfortable drive Life time Token payed. Original Book and original Complete return file Engine 100% gear 100% AC chilled workingSmooth gear shiftingonly petrol driven CNG never used but kit fitted cylinder maine utar diya tha.soundless engine.suspentions 100%  Alloy rims Complete original file in hand , No work required in car.Inside total genuine Seal to seal no rust.outside showered For fresh look.Very neat interior and exterior family used car kept with care.only serious buyers do contact Dealers please stay away .price is very slighlt negotitateable on spot.JazakAllah :)Contact no : 0331_501_8873",12-06-20 1:37,https://apollo-singapore.akamaized.net:443/v1/files/z1wy8dzx3xw91-PK/image;s=1080x1440,"Islamabad,Islamabad Capital Territory,Pakistan","2008 - 75,000 km","Rs 710,000"
Only Serious person contact,Nissan sunny model 1991 recondition car engine ok hay bilkul Ac is not installed suspension buhat acha haay body ander sa geniune hay bhar sa halka phulka kaam hayEngine 1300ccPetrol pay buhat acha average hayComplete documents,12-06-20 1:37,https://apollo-singapore.akamaized.net:443/v1/files/09oydds5b0b-PK/image;s=1080x511,"Karachi,Sindh,Pakistan","1991 - 100,000 km","Rs 300,000"
Cultus VXR,"Inner /outer full genuine. All seals are intact. Owned name registered. Company fitted CNG. Dry new battery. AC and heater operational. LCD, back view camera. Security system installed. Water throwing engine and of course very good suspension.",12-06-20 0:48,https://apollo-singapore.akamaized.net:443/v1/files/gyupgev7wp532-PK/image;s=1080x1915,"Wah,Punjab,Pakistan","2003 - 148,000 km","Rs 670,000"
ac child cng petrol sab on he  argent sale,car me koi kam nai he tyre syspention sab kuch kam karaya he batery sab kuch new he argent sale karni he contact  zero three one one 2010 nine one two,12-06-20 0:48,https://apollo-singapore.akamaized.net:443/v1/files/nxi7u9b4k5hh1-PK/image;s=1080x607,"Karachi,Sindh,Pakistan",2005 - 756 km,"Rs 290,000"
Daihatsu Mira e:S 4wd 2017 New shape encashment import,"DAIHATSU MIRA E:S 4WD X SA III package- 2019 encashment import- 2017 Japan model- Mileage just 8000 (interior smells like new)- Genuine car with not a single penny work required, just buy n drive- powerful and soundless engine- actual mileage of 28-30kmz on highways and about 24-26kmz in city- this is a 4WD Mira, giving superb power to your drive (4wd Mira is very rare)- original BRIDGESTONE (Balminum Alloy) and tyres installed, only the alloy rims cost about PKR 97,000- comes with complete and untouch tyre repair kit including AIRPUMP- original Daihatsu Mira washable floor mats installed- special branded windshield wiper blades installedNote: Kindly don’t ask for any negotiations and things like what is final or how much I can sell it last etc. As the price mentioned on add is already full n final. Thanks for your understanding.",06-06-20 17:44,https://apollo-singapore.akamaized.net:443/v1/files/8sdgr7rjc1tk1-PK/image;s=1080x828,"Karachi,Sindh,Pakistan","2017 - 8,000 km","Rs 1,990,000"
Honda civic vti oriel 2012 REBORN,"Aoa all,Honda civic vti oriel Model 2012Manual transmission 119000 km driven 2 pieces spray due to scratches rest is total genuine Porsche maintained Chrome kittedAndroid panel Hid's Token paid till june 20Original documents",17-05-20 3:54,https://apollo-singapore.akamaized.net:443/v1/files/f1j9d7ysk3jo3-PK/image;s=1080x672,"Lahore,Punjab,Pakistan","2012 - 119,000 km","Rs 1,625,000"
Honda Vezel Fresh Import X Variant,2020 Import Hybrid X variant clean interior shiny jet black color push start engine 6 airbags ABS brakes Engine is in excelent condition L.E.D Head Lights central locking Honda geniune navigation system Honda geniune back camera Full multimedia steering controls Auction sheet available.,02-06-20 13:59,https://apollo-singapore.akamaized.net:443/v1/files/61hcizqayey63-PK/image;s=1080x2342,"Sheikhüpura,Punjab,Pakistan","2014 - 55,000 km","Rs 3,520,000"
Suzuki Hustler J Style Edition Fresh Import 2020,"Suzuki Hustler F Limited S Ene-Charge Fresh Import 2020 March Semi Hybrid Model 2017 Eco Idling Stop Two Tone Color Push Start Heated Seats Radar Traction Control Ultra Glass Coating Total Genuine Condition Verifiable Auction Sheet Rs=1,895,000 Final",27-05-20 12:32,https://apollo-singapore.akamaized.net:443/v1/files/35nqw19fdyvt2-PK/image;s=1080x808,"Lahore,Punjab,Pakistan","2017 - 75,000 km","Rs 1,895,000"
Toyota Prius 1.8 S 2010,"Toyota Prius 1.8 S 2010 is up for sale. The car’s total specifications and physical condition is mentioned and described below in the following points:-• Original registration book, both number plates available• Automatic gear transmission• Push Start• Climate Control A/C• Retractable Side Mirrors• Interior, exterior is Excellent• 148860 KM driven up till now• Registered City: Lahore At the end we would just say that seeing, driving, and inspecting is believing for this crystal clear, totally trouble free, new machine, a gift for Toyota Prius 1.8 S 2010 Iovers. It’s kept with intense care without compromising on its maintenance. You can bring your denter/painter/mechanic for your complete satisfaction. Price is almost fixed and quiet reasonable for such a beauty but still a bit negotiable for really interested customers. Do feel free to call/text to know more about this beauty or to schedule a meeting Carfirst Sales is the best place to buy your next car. All our cars are available at affordable prices, including pre-certified vehicles. We are Pakistan’s #1 source for trusted used cars, with the right vehicle to suit every need and every budget.Call now or visit your closest Carfirst Sales Branch to check out the latest cars, promotions, rewards & other value added services. Visit us at any of the following Carfirst SalesMetro Cash & Carry Thokar Niaz Baig-LahoreCall Timings: 10: 00 AM to 5:00 PM",06-06-20 1:42,https://apollo-singapore.akamaized.net:443/v1/files/6m1ojp9vzfcv3-PK/image;s=1080x628,"Lahore,Punjab,Pakistan","2010 - 148,860 km","Rs 2,175,000"
Toyota Land Cruiser AX 2020 Fresh Import Sunroof Beige Room,"Toyota Land Cruiser AX Beige Interior With SunRoof Multimedia Steering Cruise Control                     Model 2015 Fresh Import May 2020 Verifiable Auction Sheet Available 4.5 Grade Total Genuine Condition Genuine Mileage 25000km Just Like Zero Meter AlloyRimsRs=24,900,000",28-05-20 13:07,https://apollo-singapore.akamaized.net:443/v1/files/4sajzbg4kpk13-PK/image;s=1080x810,"Lahore,Punjab,Pakistan","2015 - 25,000 km","Rs 24,900,000"
Suzuki Cultus 2004 VXL in Silver color. Own Engine. Fully Powered car.,"Contact: Fahad (0333-9,9,1,9,9,1,4) Call & WhatsAppSuzuki Cultus 2004 VXL in Silver color. .2nd Owner. Own original engine. Power windows, Power Steering. Brand new dry battery installed. Newly installed Alloyrim with New tyres. A/C with good cooling.Excellent Average on Petrol and CNG. Maintained condition of car. Smooth and soundless drive. No work in car. All documents are clear. Tax upto date. Just buy and drive your safe journey. Demand: 535000/-Price almost finalContact: Fahad (0333-9,9,1,9,9,1,4) Call & WhatsAppAddress: Gulistan e jauher block-4 near kamran chowrangi. Sassi Apartment.",30-05-20 15:40,https://apollo-singapore.akamaized.net:443/v1/files/dbv7xola2oyt-PK/image;s=1080x810,"Karachi,Sindh,Pakistan","2004 - 85,785 km","Rs 535,000"
Suzuki Liana Saloon 2008 model duplicate book. Excellent condition,Liana saloon 2008 model..Book duplicatePerfect conditionPerfect engine and suspensionAc needs gas only which cost is rs.3000 alongwith service.Good milage Just buy and drivePrice is almost finalIm a government officer and have very much busy routine so time wasters and no serious people are strictly prohibited to contact,12-06-20 0:20,https://apollo-singapore.akamaized.net:443/v1/files/6bsd5bdfpzca1-PK/image;s=1080x1921,"Peshawar,Khyber Pakhtunkhwa,Pakistan","2008 - 120,000 km","Rs 600,000"
Toyota corolla xli vvti 2013,AoA Toyota Corolla xli vvti 2013 model Lahore number chilled Ac new battery Lcd  music system  back camera  new tyres recently installed  power staring totally genuine from inside & outside one piece touch  new seats awesome fuel avrge Totally driven on petrol engine in pristine condition suspension 100 percent   original milege 113454 km  All original documents are complete.. complete service details available. token tax paid  never got into accident Home used family car  only serious buyers contact. sargodha demand 1550,12-06-20 0:20,https://apollo-singapore.akamaized.net:443/v1/files/0d6xjzikga211-PK/image;s=1080x2342,"Sargodha,Punjab,Pakistan","2013 - 114,954 km","Rs 1,550,000"
Doctor use car,Alloy rems. Good condition25/L Average,12-06-20 0:19,https://apollo-singapore.akamaized.net:443/v1/files/4bjyroq1q7m51-PK/image;s=1080x1440,"Bahawalpur,Punjab,Pakistan","2015 - 52,500 km","Rs 1,275,000"
Honda N box Slash,"push start , multimedia stearing, Cruse control,padel shifters, 7 speed forward gear, heated seats, heated stearing, climate control AC, Traction control ,8 Air bags, Redar sensor, Built-in wireless charger, auto reactable side mirrors, built-in JBL 5.1 sounds system, turbo engine,and much more, Original return file is available. In showroom condition. Paint touchups in a few places. New tires installed recently. Never got into accident. Price is slightly negotiable. Sealed and powerful engine. Need to sell the car urgently.",12-06-20 0:57,https://apollo-singapore.akamaized.net:443/v1/files/hnhlqnih13nw1-PK/image;s=1080x810,"Lahore,Punjab,Pakistan","2016 - 49,000 km","Rs 1,700,000"
Honda accord 2009 import,Call for details no chat just visit n give offer No time wasters only serious ones,12-06-20 0:57,https://apollo-singapore.akamaized.net:443/v1/files/upc89vjdjz0m-PK/image;s=1080x810,"Rawalpindi,Punjab,Pakistan",1984 - 133 km,"Rs 320,000"
Civic Turbo Hatchback 1.0 SR (UK),"2017 Civic Turbo Hatchback SR FK6 (UK2019 Import) 1.0cc 6 speed manual transmission (42000kms)Electric seats lumbar supportVoice activatedHead lights adjustmentAuto braking systemTraffic sign reading camFront and rear radar for collision detectionAuto braking for pedestrians and vehicles separatelyCruise controlMitigation controlAuto Front and Rear Viper, activated during rainLane assist, force you to keep in your lane once activatedExcellent torque, driving and suspension, much better than Pakistani civic 18 inch Type R alloys with brand new tyres, just 2500 drivenPearl black colorNO Exchange and No Stupid Offers",12-06-20 0:54,https://apollo-singapore.akamaized.net:443/v1/files/jod05xg4zi5b1-PK/image;s=1080x810,"Islamabad,Islamabad Capital Territory,Pakistan","2017 - 42,000 km","Rs 3,950,000"
Toyota Corolla Altis 1.6 Automatic 2016,Very good condition 2016 Model.Registered in November 2016Back Camera with night vision16 inch alloyed Rims from Toyota 205/55/R16 91V Bridgestone Imported Tyries Very neat and Clean interior and exterior 100% genuine bumper to bumper New leatherate seats Fog lights installed Used Only at home,19-05-20 23:31,https://apollo-singapore.akamaized.net:443/v1/files/7etcg88t9jzh-PK/image;s=1080x810,"Lahore,Punjab,Pakistan","2016 - 41,500 km","Rs 2,715,000"
Honda Civic VTI Oriel Prosmatec 2004 Top of the Line UG,"Honda Civic VTI Oriel Prosmatec 2004,Automatic Transmission 1.6cc,             Top of the Line UG Grade  SunRoof,ABS,Retract Mirrors,Genuine Honda Alloys,Adjustable Leather Seats,Android LCD w Back Cam,Grenada Pearl Black Color,CNG fitted(Rarely Used),Extra Ordinary well Maintained,Each & Everything in working condition, BrandNew Tyres & Battery,Price is Final(No foolish offers,sms/chats),Tax upto date,Only serious buyer contact,Transfer is mandatory,will not sell on Open Letter,Only serious buyer contact after 3 p.m,Only calls will be entertained,Thànks",06-06-20 18:26,https://apollo-singapore.akamaized.net:443/v1/files/c7eq27vqv8hq2-PK/image;s=1080x745,"Karachi,Sindh,Pakistan","2004 - 124,000 km","Rs 1,025,000"
Suzuki Cultus VXR 2003,Outer showerInner geniunNew tyre intalled yokohamaFull a.c chilledSuspention okCNG Installed But use only petrol2nd owner Both number plate orignalComplete file and All document are clearTax paid 2017 balance tax paid by buyerContact noZero three  zero three three four eight four one four 2,12-06-20 0:25,https://apollo-singapore.akamaized.net:443/v1/files/uhl1n2741yp2-PK/image;s=1080x1077,"Karachi,Sindh,Pakistan","2003 - 12,345 km","Rs 520,000"
Suzuki mehran,I am selling my car in mint condition 1st owner ac cng petrol suspension excel jump engine all ok fully orginal,12-06-20 0:24,https://apollo-singapore.akamaized.net:443/v1/files/qxnss2zpk12w3-PK/image;s=1080x1440,"Karachi,Sindh,Pakistan","2005 - 90,000 km","Rs 320,000"
Vxr car,Vxr modal 2006 home used car no accident out side shower tax paide till 2014.,12-06-20 0:11,https://apollo-singapore.akamaized.net:443/v1/files/vnscxh6cqbye2-PK/image;s=1080x496,"Quetta,Balochistan,Pakistan","2006 - 123,458 km","Rs 420,000"
Gli 2014 auto gli 1.6    btb,Gli 2014 bumper to bumper silver colour good suspension new tyres like zero meter car o.three one three 57165.3o,12-06-20 0:11,https://apollo-singapore.akamaized.net:443/v1/files/ebj9w1sciefv3-PK/image;s=1080x2342,"Mardan,Khyber Pakhtunkhwa,Pakistan","2014 - 96,000 km","Rs 2,100,000"
Honda Civic 1996 for Modified lovers,"Excellent ConditionNo work requiredHeavy sound system with dual woofersEngine dressing with intakeGreedy GuagesDown piping with heavy soundLCD, Back cameraAlloy rims with tubeless tyresChilled ACCentral lockingNew Engine updated on bookComplete documents One year tax dueCplc voice now clearLocation near Lal Flates Aladin Park",12-06-20 0:11,https://apollo-singapore.akamaized.net:443/v1/files/yime1ipikzh8-PK/image;s=1080x810,"Karachi,Sindh,Pakistan","1996 - 10,000 km","Rs 550,000"
Honda vezel z package,Honda vezel z package 2015 model import 2016 Registration 2017 good condition like new.,12-06-20 2:06,https://apollo-singapore.akamaized.net:443/v1/files/2z0l5q3ykwzh1-PK/image;s=1080x1440,"Islamabad,Islamabad Capital Territory,Pakistan","2015 - 74,000 km","Rs 3,600,000"
